variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc,EJ_drift_rel,source_id
static_halo_0p85,0.1009303724468667,5.029972076416016,2.1946890354156494,0.6230342984199524,0.9606578478336748,,4233747897318977664
static_halo_0p85,0.1510761624055936,9.465068817138672,4.699079990386963,0.4615285396575928,0.968578642953706,,4987471265709771520
static_halo_0p85,0.0154510639784539,3.2411465644836426,1.244936227798462,0.484998494386673,0.9905109161516212,,6733060564550315008
static_halo_0p85,0.0285936057420417,6.491668701171875,3.4113645553588867,0.3143574893474579,0.991229308148624,,6333908397352626176
static_halo_0p85,0.0312382241387671,5.132943630218506,2.301196575164795,0.5842990875244141,0.9879019658796834,,6207005544120495872
static_halo_0p85,0.0142160028044585,5.0927734375,2.133164405822754,0.6756108403205872,0.994432726767647,,6688282163217863936
static_halo_0p85,0.0401146330490111,4.768275737762451,2.539280652999878,0.0417622737586498,0.983314735304138,,4254009869393663744
static_halo_0p85,0.1366449706952477,8.89511489868164,4.682982921600342,0.1375426203012466,0.9697412303534428,,3232335246724699904
static_halo_0p85,0.0058971438234955,3.3959052562713623,1.5191282033920288,0.3269516229629516,0.9965329298237128,,4148968064748132352
static_halo_0p85,0.1203358463542898,9.012344360351562,4.782220363616943,0.1250467449426651,0.9736472002455684,,1110075499275305472
static_halo_0p85,0.1683487048927338,10.047585487365724,4.6830668449401855,0.5776543617248535,0.9670419363076344,,3262320754175934336
static_halo_0p85,0.0312451656003398,4.756990432739258,2.0083608627319336,0.6355577111244202,0.9869491945587746,,5814050228778275712
static_halo_0p85,0.030457466451421,7.639753341674805,3.023013114929199,0.8405393362045288,0.9920582452781734,,2308195315557676416
static_halo_0p85,0.0171830589605086,2.929133176803589,1.096326231956482,0.421102374792099,0.9883359031512432,,6725956723035542016
static_halo_0p85,0.0121022905667463,2.970678329467773,1.123195767402649,0.4240081310272217,0.9918852291814836,,4161659486910404736
static_halo_0p85,0.0291614110565577,5.021933555603027,2.2654852867126465,0.5560939311981201,0.9884534299002328,,5816984206839975168
static_halo_0p85,0.0170496426818402,8.01711654663086,4.30690860748291,0.0184916704893112,0.9957557157071208,,4902531381123134464
