source_id,P_forward,P_latent,delta
5159438114108478976,0.941,0.6320293281411166,-0.3089706718588834
6763760166142737792,0.5995,0.14981760094147728,-0.44968239905852275
5495094962252842112,0.9945,0.947312001994177,-0.04718799800582307
4446517248566174464,0.838,0.31970933340952085,-0.5182906665904792
1863195815616129536,1.0,0.9999999999999999,-1.1102230246251565e-16
4111616658349211136,0.631,0.1381022241398815,-0.4928977758601185
6425445832742919296,0.6855,0.15028081832642975,-0.5352191816735703
2292826342025727616,1.0,1.0,0.0
4047537425559065344,0.6465,0.1268685379113913,-0.5196314620886087
3064855269056385152,0.816,0.25720527650780034,-0.5587947234921996
360119435674339840,0.9675,0.7462033165656268,-0.22129668343437325
5833952042146858880,0.955,0.6698669687133945,-0.2851330312866055
4048085222846024320,0.5935,0.1563650243668675,-0.4371349756331325
5901919109275348096,0.974,0.7305216924301846,-0.24347830756981537
